date,delay,distance,origin,destination
2001-03-18 16:30:00,24,239,DAL,HOU
2001-03-05 12:15:00,0,361,ONT,OAK
2001-02-12 08:20:00,0,180,TPA,JAX
2001-03-30 16:15:00,-7,303,HOU,MSY
2001-03-08 18:05:00,-28,1162,AUS,RDU
2001-03-05 06:45:00,-3,319,MAF,DAL
2001-01-29 07:15:00,10,967,BWI,MCI
2001-01-05 16:05:00,-7,833,OKC,PHX
2001-01-24 12:20:00,-20,1034,TPA,ISP
2001-02-01 07:00:00,-2,361,ONT,OAK
2001-02-13 12:25:00,-3,935,PHX,TUL
2001-01-08 08:13:00,8,337,LAX,OAK
2001-01-10 09:34:00,86,325,OAK,BUR
2001-03-08 14:05:00,-1,254,SDF,STL
2001-02-21 11:15:00,-20,1073,MCO,ALB
2001-03-29 21:25:00,13,833,PHX,OKC
2001-03-26 06:45:00,0,178,MCO,FLL
2001-01-16 18:43:00,146,389,SMF,ONT
2001-01-02 08:05:00,-5,822,SAT,BNA
2001-02-04 17:00:00,-10,365,BHM,JAX
2001-02-25 17:10:00,17,333,SJC,ONT
2001-03-02 07:00:00,0,1140,LAS,MCI
2001-01-13 19:20:00,-3,612,BNA,TPA
2001-03-10 11:05:00,-2,611,BWI,MDW
2001-03-23 09:58:00,12,371,SNA,OAK
2001-02-13 07:10:00,-10,866,SEA,LAS
2001-01-24 18:45:00,-5,852,BNA,BDL
2001-01-21 20:55:00,0,229,DTW,MDW
2001-02-05 15:00:00,-7,487,LAS,ABQ
2001-02-11 19:55:00,25,236,LAX,LAS
2001-01-15 18:20:00,-8,192,SAT,HOU
2001-01-24 14:47:00,19,236,LAS,LAX
2001-02-01 13:16:00,2,328,ABQ,PHX
2001-03-01 17:35:00,-4,318,FLL,JAX
2001-01-21 09:35:00,5,303,MSY,HOU
2001-02-16 11:12:00,48,296,LIT,DAL
2001-02-09 12:55:00,0,1069,SAT,LAS
2001-03-25 19:40:00,-4,276,HRL,HOU
2001-02-19 07:20:00,0,325,PHX,ONT
2001-01-11 08:40:00,-10,1142,MHT,MCO
2001-01-30 09:35:00,-2,371,SNA,OAK
2001-01-24 21:19:00,15,371,SNA,OAK
2001-01-03 15:55:00,1,495,SDF,BWI
2001-01-10 18:59:00,119,337,LAX,OAK
2001-03-19 16:45:00,1,647,PHX,SMF
2001-03-18 07:30:00,-10,410,BHM,STL
2001-03-06 11:57:00,24,457,DTW,BNA
2001-01-30 06:37:00,20,288,ALB,BWI
2001-02-24 16:20:00,-21,1072,MCO,MCI
2001-03-12 08:10:00,0,197,ONT,LAS
2001-03-14 13:57:00,1,611,MDW,BWI
2001-02-21 19:05:00,-3,251,STL,MDW
2001-02-28 20:04:00,146,368,SLC,LAS
2001-01-05 09:46:00,2,1137,PVD,TPA
2001-01-11 16:05:00,-7,570,BHM,HOU
2001-01-09 09:05:00,-17,687,STL,HOU
2001-02-17 16:45:00,20,361,ONT,OAK
2001-01-31 16:40:00,12,308,LAX,SJC
2001-01-01 10:15:00,12,1040,MCO,SAT
2001-03-25 19:50:00,-3,333,SJC,ONT
2001-03-31 15:50:00,-5,319,DAL,MAF
2001-03-07 20:18:00,13,437,DAL,MSY
2001-01-24 11:05:00,-6,1050,BDL,MCO
2001-01-06 08:30:00,-10,236,LAS,LAX
2001-01-01 13:08:00,9,370,LAX,PHX
2001-03-31 19:15:00,-3,303,MSY,HOU
2001-03-31 19:30:00,-5,616,BNA,MCO
2001-02-10 17:45:00,-6,491,MCI,BNA
2001-03-05 13:00:00,2,647,SMF,PHX
2001-02-21 18:25:00,0,666,HOU,MCI
2001-02-01 18:25:00,-5,666,HOU,MCI
2001-03-23 14:54:00,7,345,LAS,RNO
2001-02-16 13:44:00,11,337,OAK,LAX
2001-01-24 07:40:00,8,718,MCI,ABQ
2001-03-21 21:45:00,-10,223,BUR,LAS
2001-01-29 08:40:00,-3,180,RNO,OAK
2001-01-06 07:15:00,-3,318,FLL,JAX
2001-03-08 11:05:00,0,925,BWI,FLL
2001-03-13 06:35:00,-5,671,SEA,OAK
2001-02-01 08:08:00,7,288,BWI,ALB
2001-01-06 13:40:00,-13,462,OKC,STL
2001-01-15 21:32:00,10,281,BWI,BUF
2001-03-24 16:15:00,-2,448,CLE,BNA
2001-01-19 18:39:00,15,447,SAN,SFO
2001-03-06 17:09:00,17,220,BWI,ISP
2001-01-22 12:25:00,-22,935,PHX,TUL
2001-03-15 18:00:00,5,361,OAK,ONT
2001-02-22 19:49:00,66,345,LAS,RNO
2001-01-21 19:10:00,-5,444,PDX,RNO
2001-02-22 14:30:00,3,239,HOU,DAL
2001-01-17 07:30:00,39,248,DAL,SAT
2001-03-15 08:45:00,3,321,BHM,MSY
2001-03-26 17:00:00,-6,495,SDF,BWI
2001-03-28 15:10:00,-12,1670,ABQ,BWI
2001-02-06 10:30:00,3,237,TUL,DAL
2001-01-03 08:35:00,12,223,LAS,BUR
2001-02-10 07:05:00,0,546,GEG,SLC
2001-01-17 22:15:00,-5,528,AUS,ELP
2001-03-06 09:30:00,3,283,BWI,BDL
2001-03-07 10:45:00,-10,758,BNA,PBI
2001-02-05 07:00:00,-4,239,HOU,DAL
2001-01-05 10:40:00,-5,1180,ABQ,SEA
2001-03-28 21:10:00,0,677,ELP,HOU
2001-02-11 13:20:00,-10,737,STL,BWI
2001-01-15 10:00:00,7,337,LAX,OAK
2001-01-24 15:20:00,5,1262,STL,PHX
2001-02-24 20:50:00,9,677,HOU,ELP
2001-02-27 11:20:00,-11,178,MCO,FLL
2001-02-03 20:25:00,-10,303,MSY,HOU
2001-03-01 16:20:00,-10,236,LAS,LAX
2001-01-07 18:20:00,-5,405,MCI,MDW
2001-03-09 12:20:00,-2,296,SJC,BUR
2001-03-19 13:25:00,32,478,BHM,MCO
2001-02-05 08:45:00,-9,217,DAL,IAH
2001-03-25 13:55:00,-2,256,PHX,LAS
2001-01-28 18:55:00,-4,405,MCI,MDW
2001-02-01 16:15:00,-1,319,MAF,DAL
2001-02-26 07:40:00,0,347,ELP,PHX
2001-03-25 18:25:00,0,256,PHX,LAS
2001-02-20 16:05:00,1,337,LAX,OAK
2001-03-15 13:42:00,-5,293,LBB,DAL
2001-02-01 17:12:00,3,192,SAT,HOU
2001-02-04 12:15:00,25,229,MDW,DTW
2001-03-06 16:50:00,48,358,BUR,SMF
2001-01-14 15:50:00,2,321,TUS,ABQ
2001-01-31 20:45:00,-3,417,SJC,SAN
2001-02-08 06:30:00,-12,495,BWI,SDF
2001-01-26 16:11:00,67,337,LAX,OAK
2001-01-26 22:08:00,74,197,LAS,ONT
2001-01-04 09:45:00,9,325,OAK,BUR
2001-03-17 17:44:00,28,174,PBI,TPA
2001-01-16 20:20:00,42,365,TUS,LAS
2001-02-21 20:25:00,34,546,SLC,GEG
2001-01-28 14:15:00,-13,1751,SAN,BNA
2001-01-01 07:05:00,-10,443,RDU,BNA
2001-02-26 11:43:00,11,148,HOU,AUS
2001-01-20 09:10:00,0,487,MSY,TPA
2001-03-19 14:55:00,-2,279,GEG,PDX
2001-01-17 14:53:00,8,271,SDF,MDW
2001-02-12 16:30:00,165,689,SLC,SEA
2001-01-24 20:30:00,-13,663,BWI,JAX
2001-01-31 11:58:00,14,1156,SLC,STL
2001-01-23 12:05:00,-11,1235,HOU,LAS
2001-01-26 10:40:00,4,345,RNO,LAS
2001-03-23 20:13:00,21,303,HOU,MSY
2001-02-20 06:45:00,-5,319,MAF,DAL
2001-02-15 06:30:00,-8,543,OAK,PDX
2001-02-01 06:20:00,-6,651,SFO,PHX
2001-01-09 14:25:00,-10,177,BNA,BHM
2001-03-14 12:45:00,32,192,SAT,HOU
2001-01-10 06:25:00,0,689,SLC,SEA
2001-01-12 11:20:00,-8,217,DAL,IAH
2001-03-07 06:35:00,-15,1246,HOU,BWI
2001-01-14 15:54:00,5,223,LAS,BUR
2001-03-03 19:35:00,2,365,TUS,LAS
2001-01-18 09:07:00,-4,256,PHX,LAS
2001-02-27 21:05:00,10,361,OAK,ONT
2001-03-04 12:15:00,18,337,LAX,OAK
2001-02-01 13:50:00,16,1363,LAX,MCI
2001-01-16 16:00:00,-5,580,ABQ,DAL
2001-03-01 18:50:00,14,1235,HOU,LAS
2001-03-13 10:12:00,-13,1140,MCI,LAS
2001-01-22 19:45:00,-5,258,SAN,LAS
2001-03-10 17:20:00,-6,296,STL,LIT
2001-03-15 14:15:00,2,1048,TPA,MCI
2001-03-16 18:35:00,3,239,DAL,HOU
2001-03-30 16:10:00,0,446,OAK,SAN
2001-02-11 09:38:00,32,1751,BNA,ONT
2001-03-11 12:20:00,8,258,SAN,LAS
2001-01-18 12:10:00,-3,872,AUS,PHX
2001-01-19 11:25:00,0,303,HOU,MSY
2001-03-02 18:16:00,-5,256,PHX,LAS
2001-02-22 16:10:00,34,611,MDW,BWI
2001-02-01 13:12:00,10,189,DAL,AUS
2001-03-06 16:20:00,3,248,DAL,SAT
2001-01-24 07:00:00,7,256,PHX,LAS
2001-03-16 14:45:00,16,1262,PHX,STL
2001-01-10 09:44:00,9,371,SNA,OAK
2001-02-22 19:30:00,-2,368,SLC,LAS
2001-02-17 14:30:00,18,371,SNA,OAK
2001-01-22 18:30:00,-4,220,ISP,BWI
2001-01-21 15:32:00,15,377,BWI,MHT
2001-03-30 16:10:00,20,328,PHX,ABQ
2001-02-10 14:38:00,6,256,PHX,LAS
2001-03-27 12:50:00,-6,1301,PHX,MSY
2001-02-26 21:45:00,-5,229,STL,IND
2001-03-16 18:10:00,34,787,BWI,MCO
2001-03-12 11:05:00,-5,223,TUL,MCI
2001-03-13 11:00:00,5,405,MDW,MCI
2001-03-05 11:25:00,-8,177,BHM,BNA
2001-01-21 17:17:00,20,447,SFO,SAN
2001-03-16 17:35:00,0,318,FLL,JAX
2001-02-12 20:31:00,36,1234,MCI,PVD
2001-02-09 06:15:00,-1,197,FLL,TPA
2001-02-11 15:30:00,19,248,DAL,SAT
2001-03-15 10:20:00,4,1552,ABQ,MCO
2001-03-10 09:50:00,0,1501,MSY,LAS
2001-03-06 16:00:00,-2,251,MDW,STL
2001-01-29 14:16:00,51,318,FLL,JAX
2001-02-23 14:05:00,-3,1166,MDW,FLL
2001-01-24 18:12:00,11,765,MDW,ISP
2001-01-18 06:30:00,2,304,SAN,PHX
2001-03-20 19:30:00,-5,328,PVD,BWI
2001-01-01 16:18:00,31,303,HOU,MSY
2001-01-03 11:50:00,4,1671,LAX,MSY
2001-01-13 07:40:00,5,1591,IND,LAS
2001-03-23 19:55:00,10,1020,PHX,HOU
2001-01-03 11:17:00,14,369,BUR,PHX
2001-03-23 12:25:00,-15,569,SJC,PDX
2001-03-03 09:25:00,5,515,BWI,IND
2001-03-29 13:10:00,-2,446,SAN,OAK
2001-02-11 19:55:00,30,361,OAK,ONT
2001-02-04 18:50:00,-6,422,SLC,RNO
2001-03-29 09:20:00,0,687,HOU,STL
2001-01-14 20:30:00,-1,188,RNO,SJC
2001-03-11 14:39:00,10,258,LAS,SAN
2001-03-13 20:35:00,-20,281,BUF,BWI
2001-02-25 17:50:00,0,321,MSY,BHM
2001-03-24 09:35:00,0,1262,PHX,STL
2001-03-14 15:45:00,51,687,STL,HOU
2001-03-19 06:45:00,0,296,SJC,BUR
2001-03-09 12:35:00,-3,587,RDU,TPA
2001-02-20 19:55:00,-5,377,MHT,BWI
2001-02-23 20:58:00,23,663,BWI,JAX
2001-02-28 16:15:00,-2,174,TPA,PBI
2001-02-20 20:17:00,8,256,LAS,PHX
2001-01-03 15:29:00,21,1670,ABQ,BWI
2001-02-21 18:15:00,5,223,ELP,ABQ
2001-03-12 08:45:00,-25,889,ABQ,OAK
2001-03-29 17:15:00,0,405,MCI,MDW
2001-01-08 18:30:00,-7,569,PDX,SJC
2001-02-23 15:55:00,14,479,SMF,PDX
2001-03-02 21:30:00,5,239,DAL,HOU
2001-01-07 14:46:00,14,307,CLE,MDW
2001-01-18 08:45:00,-2,217,DAL,IAH
2001-02-10 16:30:00,2,236,LAS,LAX
2001-01-14 20:59:00,38,671,OAK,SEA
2001-03-30 21:24:00,5,666,MCI,HOU
2001-01-30 06:25:00,7,271,MDW,SDF
2001-03-14 08:15:00,2,223,TUL,MCI
2001-03-19 15:30:00,0,239,HOU,DAL
2001-03-29 19:50:00,10,258,SAN,LAS
2001-02-18 07:20:00,5,762,PDX,LAS
2001-01-25 14:55:00,3,229,IND,STL
2001-01-03 17:50:00,40,313,OKC,MCI
2001-03-09 08:30:00,0,370,LAX,PHX
2001-03-22 08:45:00,-18,670,BNA,HOU
2001-03-09 22:30:00,40,417,SJC,SAN
2001-01-02 12:31:00,21,446,SAN,OAK
2001-02-16 10:05:00,9,181,OKC,DAL
2001-01-26 09:30:00,-5,670,HOU,BNA
2001-03-23 11:20:00,-6,487,MSY,TPA
2001-02-26 13:40:00,70,370,LAX,PHX
2001-02-15 08:50:00,2,236,LAX,LAS
2001-02-01 20:20:00,-15,1044,MCI,PHX
2001-03-07 07:35:00,-6,294,AUS,MAF
2001-01-20 14:50:00,-3,189,AUS,DAL
2001-03-18 14:55:00,-10,437,MSY,DAL
2001-01-18 09:55:00,-7,462,OKC,STL
2001-03-18 18:25:00,5,192,SAT,HOU
2001-02-18 17:54:00,33,671,OAK,SEA
2001-02-04 17:19:00,4,284,MDW,CMH
2001-01-28 17:24:00,7,480,SAN,SMF
2001-01-22 15:55:00,-8,189,AUS,DAL
2001-02-09 16:18:00,59,671,OAK,SEA
2001-02-11 23:50:00,-8,405,MCI,MDW
2001-01-31 20:50:00,-12,670,HOU,BNA
2001-01-11 20:48:00,110,361,OAK,ONT
2001-01-29 07:40:00,-8,248,SAT,DAL
2001-01-24 15:05:00,0,284,CMH,MDW
2001-03-25 07:30:00,-13,251,MDW,STL
2001-01-06 17:00:00,50,258,SAN,LAS
2001-03-22 18:15:00,-6,192,SAT,HOU
2001-03-12 14:15:00,-20,1342,AUS,BWI
2001-01-27 07:15:00,-15,515,IND,BWI
2001-01-06 12:15:00,-6,446,SAN,OAK
2001-02-21 21:15:00,4,255,BWI,RDU
2001-03-19 17:10:00,-3,307,MDW,CLE
2001-01-03 16:43:00,22,833,OKC,PHX
2001-01-25 16:27:00,9,687,STL,HOU
2001-02-19 20:40:00,-5,321,BHM,MSY
2001-03-05 09:50:00,1,325,ONT,PHX
2001-03-27 17:30:00,45,324,DAL,AMA
2001-02-06 17:43:00,8,407,LAS,OAK
2001-02-21 10:26:00,-5,1521,LAS,MDW
2001-02-04 07:55:00,-7,507,PHX,SLC
2001-02-05 11:50:00,-3,423,OMA,MDW
2001-02-15 19:46:00,23,1090,LAS,AUS
2001-02-07 07:45:00,13,368,SLC,LAS
2001-02-14 10:25:00,-7,889,OAK,ABQ
2001-01-01 12:35:00,-2,636,SAN,ELP
2001-02-03 13:39:00,14,758,PBI,BNA
2001-02-04 12:45:00,5,248,DAL,SAT
2001-02-01 10:40:00,0,108,ISP,PVD
2001-01-13 17:40:00,-12,765,MDW,ISP
2001-03-28 13:30:00,-4,324,AMA,DAL
2001-01-02 12:20:00,12,611,MDW,BWI
2001-02-09 07:35:00,5,325,BUR,OAK
2001-02-15 08:25:00,4,677,LAX,ABQ
2001-03-20 18:32:00,30,369,BUR,PHX
2001-02-12 06:25:00,8,480,SMF,SAN
2001-02-18 21:45:00,-5,223,BUR,LAS
2001-02-03 08:03:00,0,2298,BDL,LAS
2001-03-26 15:10:00,-7,342,SNA,SJC
2001-01-13 17:55:00,5,328,ABQ,PHX
2001-03-16 20:55:00,10,550,MCO,MSY
2001-01-10 10:25:00,6,1099,LAS,OMA
2001-01-14 13:20:00,5,756,BNA,AUS
2001-01-21 14:20:00,-6,580,ABQ,DAL
2001-02-22 08:28:00,0,842,MDW,PVD
2001-01-02 17:30:00,0,178,FLL,MCO
2001-01-06 07:05:00,-5,1506,SDF,PHX
2001-03-10 13:45:00,5,293,LBB,DAL
2001-02-04 16:17:00,11,833,PHX,OKC
2001-03-05 11:40:00,-9,237,TUL,DAL
2001-01-18 19:35:00,-1,373,LAX,SMF
2001-03-29 20:30:00,0,373,SMF,LAX
2001-03-07 07:00:00,2,407,OAK,LAS
2001-02-24 13:35:00,-4,689,SLC,SEA
2001-01-11 07:32:00,-3,239,DAL,HOU
2001-01-11 07:55:00,0,220,ISP,BWI
2001-02-24 09:45:00,-7,303,HOU,MSY
2001-01-01 09:00:00,-5,236,LAS,LAX
2001-03-08 08:40:00,2,229,DTW,MDW
2001-01-19 19:18:00,-5,444,PDX,RNO
2001-03-24 17:08:00,15,223,LAS,BUR
2001-03-20 13:25:00,-2,487,MSY,TPA
2001-01-18 14:40:00,-4,325,OAK,BUR
2001-02-20 10:17:00,34,513,MSY,JAX
2001-03-19 14:10:00,-1,423,OMA,MDW
2001-02-18 15:00:00,38,405,MDW,MCI
2001-03-10 07:05:00,25,601,RNO,PHX
2001-03-30 06:15:00,-11,373,LAX,SMF
2001-01-08 17:15:00,-8,239,HOU,DAL
2001-03-21 16:32:00,-3,344,BOI,PDX
2001-03-06 21:07:00,8,328,PHX,ABQ
2001-02-05 06:45:00,-8,1959,OAK,BNA
2001-02-02 16:17:00,13,276,HRL,HOU
2001-02-11 08:55:00,-20,1111,TPA,BDL
2001-01-23 14:20:00,-5,621,PHX,SJC
2001-03-10 19:10:00,-4,255,BWI,RDU
2001-02-28 16:27:00,34,446,SAN,OAK
2001-03-03 09:30:00,43,390,RNO,LAX
2001-01-04 08:50:00,0,484,BNA,JAX
2001-03-20 09:10:00,-3,440,DTW,STL
2001-02-22 20:40:00,5,304,PHX,SAN
2001-02-17 06:30:00,-15,487,TPA,MSY
2001-01-19 18:28:00,15,229,DTW,MDW
2001-03-26 14:30:00,-7,239,DAL,HOU
2001-01-06 06:30:00,-10,487,TPA,MSY
2001-03-16 15:33:00,28,276,HRL,HOU
2001-03-23 12:25:00,-10,935,PHX,TUL
2001-01-05 16:15:00,0,397,LAS,SMF
2001-01-24 11:10:00,-7,321,MSY,BHM
2001-02-08 21:50:00,-11,687,HOU,STL
2001-02-26 15:35:00,28,293,LBB,DAL
2001-01-28 21:00:00,-5,328,BWI,PVD
2001-03-07 09:40:00,3,1137,PVD,TPA
2001-01-10 17:00:00,10,762,PDX,LAS
2001-03-07 21:00:00,8,612,BNA,TPA
2001-02-07 12:15:00,1,938,MHT,BNA
2001-02-09 06:50:00,7,229,MDW,DTW
2001-01-16 17:34:00,69,833,PHX,OKC
2001-02-17 17:15:00,-5,670,BNA,HOU
2001-03-30 07:55:00,-10,457,BNA,DTW
2001-01-12 22:55:00,150,564,RNO,SEA
2001-03-28 15:50:00,0,440,STL,DTW
2001-01-07 08:30:00,-8,239,HOU,DAL
2001-01-23 20:00:00,-3,239,HOU,DAL
2001-02-27 14:17:00,5,423,OMA,MDW
2001-03-06 06:25:00,-7,271,MDW,SDF
2001-01-29 06:15:00,15,395,MDW,BNA
2001-03-09 16:35:00,-12,912,LIT,BWI
2001-03-19 15:10:00,0,303,HOU,MSY
2001-02-13 19:00:00,-9,441,MAF,HOU
2001-03-18 08:06:00,-3,337,LAX,OAK
2001-03-08 14:40:00,3,1246,HOU,BWI
2001-01-03 06:20:00,2,491,BNA,MCI
2001-02-04 21:03:00,32,1262,PHX,STL
2001-02-22 22:09:00,54,447,SAN,SFO
2001-02-18 11:05:00,-11,1342,BWI,AUS
2001-03-22 17:51:00,5,407,OAK,LAS
2001-01-24 14:05:00,-5,303,MSY,HOU
2001-01-11 17:25:00,-5,283,BDL,BWI
2001-02-15 12:45:00,10,1137,PVD,TPA
2001-03-31 11:10:00,-1,237,DAL,TUL
2001-02-27 16:19:00,92,919,MCI,SLC
2001-01-18 08:52:00,-2,1624,LAS,SDF
2001-01-26 10:30:00,-5,281,BWI,BUF
2001-03-07 18:32:00,92,628,SAN,ABQ
2001-03-31 17:25:00,0,1121,ABQ,MDW
2001-01-07 07:05:00,-8,967,MCI,BWI
2001-02-05 20:40:00,-10,307,MDW,CLE
2001-03-08 16:05:00,3,318,JAX,FLL
2001-03-05 19:35:00,-5,313,OKC,MCI
2001-01-23 10:20:00,-13,833,PHX,OKC
2001-03-18 15:20:00,10,296,LIT,DAL
2001-03-12 17:50:00,-4,148,AUS,HOU
2001-01-04 12:30:00,-5,239,DAL,HOU
2001-01-31 07:20:00,-5,451,LAX,TUS
2001-03-12 19:10:00,-3,390,RNO,LAX
2001-01-15 20:00:00,0,256,LAS,PHX
2001-03-16 21:09:00,54,304,SAN,PHX
2001-01-15 16:20:00,0,1072,MCO,MCI
2001-03-02 16:50:00,-5,377,BWI,MHT
2001-02-26 22:28:00,115,223,LAS,BUR
2001-03-03 15:20:00,-5,515,IND,BWI
2001-03-25 17:27:00,16,236,LAX,LAS
2001-01-04 19:40:00,-5,347,PHX,ELP
2001-03-24 14:05:00,2,361,OAK,ONT
2001-02-10 13:25:00,-6,448,BNA,CLE
2001-01-21 10:35:00,-2,325,ONT,PHX
2001-01-14 21:20:00,-19,737,STL,BWI
2001-01-29 09:15:00,-15,2106,LAS,BWI
2001-02-25 07:00:00,-10,256,LAS,PHX
2001-03-14 21:17:00,53,303,HOU,MSY
2001-03-11 21:00:00,61,236,LAS,LAX
2001-01-09 05:35:00,-10,236,LAS,LAX
2001-03-19 17:45:00,-16,251,STL,MDW
2001-01-16 14:00:00,5,453,TUL,HOU
2001-01-14 09:00:00,-10,1034,ISP,TPA
2001-01-10 21:00:00,18,276,HRL,HOU
2001-02-03 13:50:00,3,907,PVD,BNA
2001-03-11 13:07:00,25,333,ONT,SJC
2001-03-14 21:10:00,4,677,ABQ,LAX
2001-01-24 13:50:00,-3,611,MDW,BWI
2001-02-05 13:29:00,20,361,ONT,OAK
2001-02-22 18:35:00,-7,1591,LAS,IND
2001-01-31 15:45:00,5,256,PHX,LAS
2001-01-31 20:35:00,-3,296,BUR,SJC
2001-02-26 18:50:00,-5,314,BWI,CLE
2001-03-18 08:10:00,-14,389,SMF,ONT
2001-03-23 09:40:00,0,248,SAT,DAL
2001-02-21 20:40:00,-7,307,MDW,CLE
2001-02-06 10:10:00,14,611,BWI,MDW
2001-03-09 19:45:00,51,611,BWI,MDW
2001-01-15 06:30:00,12,251,MDW,STL
2001-03-03 16:00:00,-11,251,MDW,STL
2001-02-15 07:00:00,-13,236,LAS,LAX
2001-03-29 09:45:00,0,148,AUS,HOU
2001-02-17 19:30:00,-7,967,MCI,BWI
2001-03-26 10:52:00,1,258,SAN,LAS
2001-01-02 18:15:00,-1,251,STL,MDW
2001-02-08 19:34:00,62,233,SAT,HRL
2001-03-27 10:09:00,9,630,SLC,PDX
2001-01-06 10:20:00,-6,389,ONT,SMF
2001-02-15 10:26:00,16,236,LAS,LAX
2001-03-26 09:15:00,-5,308,LAX,SJC
2001-02-16 16:06:00,184,478,BHM,MCO
2001-01-03 08:20:00,-10,588,BWI,BNA
2001-01-02 21:51:00,15,447,SAN,SFO
2001-01-19 21:27:00,5,197,ONT,LAS
2001-03-12 12:00:00,-2,361,ONT,OAK
2001-01-12 19:55:00,167,520,LAS,BOI
2001-03-02 15:25:00,11,605,SEA,SMF
2001-01-18 16:50:00,55,1448,PHX,BNA
2001-03-10 14:55:00,12,1073,MCO,PVD
2001-02-21 10:20:00,-5,833,PHX,OKC
2001-03-09 09:10:00,-11,628,SAN,ABQ
2001-02-23 06:25:00,0,399,SEA,BOI
2001-02-11 14:20:00,0,217,IAH,DAL
2001-03-07 22:07:00,120,142,MCO,PBI
2001-01-31 06:55:00,0,1481,PDX,MCI
2001-03-15 09:50:00,-11,1588,LAS,BNA
2001-01-11 11:50:00,-1,220,BWI,ISP
2001-03-29 08:10:00,-1,587,MCO,JAN
2001-01-12 23:10:00,172,453,HOU,TUL
2001-02-20 16:55:00,6,417,SAN,SJC
2001-03-24 12:15:00,3,251,STL,MDW
2001-02-11 11:10:00,8,341,LBB,AUS
2001-03-12 09:50:00,-5,289,ABQ,LBB
2001-03-02 13:30:00,7,307,MDW,CLE
2001-01-01 18:45:00,26,605,SMF,SEA
2001-02-04 17:05:00,72,588,BWI,BNA
2001-03-15 20:24:00,28,437,MSY,DAL
2001-03-25 13:00:00,-1,189,DAL,AUS
2001-03-18 16:50:00,44,258,LAS,SAN
2001-02-05 06:30:00,-5,239,DAL,HOU
2001-02-19 14:28:00,22,1107,PHX,SEA
2001-03-04 07:45:00,30,487,TPA,MSY
2001-03-30 21:50:00,32,187,HOU,CRP
2001-01-25 09:40:00,-10,462,OKC,STL
2001-02-15 11:25:00,6,187,CRP,HOU
2001-03-09 15:10:00,0,888,BWI,JAN
2001-02-21 08:00:00,2,1140,MCI,LAS
2001-03-08 20:25:00,-5,162,MDW,IND
2001-03-19 21:15:00,-6,373,SMF,LAX
2001-01-08 19:45:00,-15,495,BWI,SDF
2001-03-05 16:50:00,-12,293,DAL,LBB
2001-03-28 17:40:00,8,361,ONT,OAK
2001-01-05 14:55:00,-4,229,IND,STL
2001-03-17 10:25:00,-8,288,ALB,BWI
2001-01-26 18:53:00,32,192,HOU,SAT
2001-02-21 11:45:00,30,325,OAK,BUR
2001-02-25 11:31:00,2,405,MCI,MDW
2001-03-23 17:10:00,-2,307,MDW,CLE
2001-01-14 21:55:00,10,1235,HOU,LAS
2001-03-25 11:05:00,27,296,STL,LIT
2001-02-20 16:35:00,25,487,TPA,MSY
2001-03-17 14:30:00,9,616,BNA,MCO
2001-01-04 18:40:00,4,838,MHT,MDW
2001-02-10 15:45:00,-11,495,SDF,BWI
2001-01-23 07:00:00,6,588,SLC,OAK
2001-01-05 17:45:00,0,410,CMH,STL
2001-02-10 13:50:00,47,337,LAX,OAK
2001-02-24 10:20:00,-3,359,JAN,HOU
2001-01-06 11:20:00,-14,1363,MCI,LAX
2001-02-28 14:25:00,-5,358,SMF,BUR
2001-03-25 12:36:00,10,423,MDW,OMA
2001-02-17 11:45:00,8,584,LAS,ELP
2001-01-09 18:10:00,0,197,LAS,ONT
2001-01-17 15:30:00,0,796,MAF,LAS
2001-03-11 14:27:00,0,570,BHM,MDW
2001-02-15 22:10:00,44,487,TPA,MSY
2001-01-16 13:25:00,3,1137,TPA,PVD
2001-01-19 10:55:00,-1,223,BUR,LAS
2001-01-28 18:25:00,-13,1442,MCI,SMF
2001-03-13 19:20:00,85,1076,LAS,TUL
2001-02-12 12:40:00,3,480,SAN,SMF
2001-03-31 12:35:00,-3,570,HOU,BHM
2001-02-06 20:00:00,47,180,OAK,RNO
2001-01-22 07:15:00,13,395,MDW,BNA
2001-01-05 21:40:00,64,251,MDW,STL
2001-01-22 13:45:00,-2,303,HOU,MSY
2001-01-31 18:00:00,0,239,DAL,HOU
2001-02-22 17:58:00,11,223,ABQ,ELP
2001-01-02 14:37:00,8,255,RDU,BWI
2001-02-13 10:25:00,17,605,SEA,SMF
2001-03-30 07:00:00,-6,296,BUR,SJC
2001-02-01 07:45:00,-12,793,FLL,BNA
2001-02-07 14:00:00,-8,337,OAK,LAX
2001-02-26 06:30:00,-1,148,AUS,HOU
2001-01-01 14:40:00,0,304,SAN,PHX
2001-01-31 18:35:00,-5,254,STL,SDF
2001-01-03 14:43:00,57,588,BWI,BNA
2001-03-31 19:31:00,24,296,SJC,BUR
2001-03-07 18:00:00,7,248,SAT,DAL
2001-02-20 14:18:00,36,368,LAS,SLC
2001-03-14 11:35:00,2,325,PHX,ONT
2001-02-28 19:13:00,45,405,MCI,MDW
2001-03-29 18:10:00,3,389,SMF,ONT
2001-03-17 08:30:00,11,335,RNO,BOI
2001-01-26 13:08:00,-3,283,BDL,BWI
2001-01-16 06:55:00,-5,342,SJC,SNA
2001-02-03 16:10:00,-20,1363,MCI,LAX
2001-01-25 19:15:00,38,239,DAL,HOU
2001-03-16 10:10:00,15,237,MCI,STL
2001-01-14 13:10:00,43,395,MDW,BNA
